0,project_id,cost,category,votes,name,target,selected
29,389,264900,public transit and roads,852,"Budowa chodnika na ul. Karczunkowskiej, odcinek Puławska - Trombity",None,0
30,586,76000,"public transit and roads,public space,health",769,Ogrzewany przystanek autobusowy,"adults,seniors,students",0
31,1856,36750,"education,culture",747,"Weź mnie, przeczytaj mnie, czyli dzieci wymieniają się książkami w szkołach na Ursynowie","children,families with children",0
32,443,14000,"education,public transit and roads",707,"Kurs bezpiecznego przechodzenia przez jezdnię i przejeżdżania przez pasy, plakaty, ulotki, filmy.","children,youth,seniors",0
33,1309,40000,"education,health",706,Bliżej siebie – dalej od dopalaczy!,"youth,families with children",0
34,1126,250000,public transit and roads,694,Modernizacja chodnika przy ul. Bartoka przy północnej stronie ulicy.,"seniors,families with children,students",0
35,816,84700,"education,culture,welfare",615,Pracownia ceramiczna u Księżnej Izabeli,"children,youth,adults",0
36,1627,19050,education,613,Wspieraj swoje dziecko! Ocenianie kształtujące dla rodziców! - Ursynów,"adults,students",0
37,1689,60000,"welfare,education,health",601,"Udar mózgu? Demencja? O co chodzi, jak z tym żyć? Nie boimy się! Szkolimy się!","adults,families with children,students",0
38,1436,740000,"education,sport,health",551,Przykrycie boiska Orlik halą namiotową,"children,youth,adults",0
39,457,64000,"education,culture,public space",526,Czterdziestolatek. Wystawa plenerowa i trasa turystyczna na 40-lecie Ursynowa.,"youth,adults,seniors",0
40,2050,50000,"education,culture",521,Warsztaty Modelarskie Made in Warsaw,"children,youth,adults",0
41,1995,33260,welfare,501,Piękne i zadbane w każdym wieku – kosmetyczne spotkania dla Seniorek z Ursynowa,seniors,0
42,1887,207160,"education,culture,sport",479,Pełna Kultura - zajęcia kulturalne dla dzieci i młodzieży w Domu Tradycji na Zielonym Ursynowie,"children,youth,families with children",0
43,2415,769450,"education,culture,welfare",457,Centrum Aktywności Wszelakich - Kuźnia Inspiracji,"youth,seniors,families with children",0
44,1841,16000,"education,environmental protection,health",422,Czyste powietrze na Ursynowie - cykl spotkań edukacyjnych,"families with children,adults,youth",0
45,676,33413,"education,culture,public space",395,Narysowana Warszawa - Ursynów,"youth,seniors,families with children",0
46,854,68950,education,327,Wolna wola – nauka odpierania manipulacji dla mieszkańców Ursynowa,"youth,adults,seniors",0
