0,project_id,cost,category,votes,name,target,selected
19,1399,144000,"environmental protection,urban greenery",347,Zielony Rembertów - nasadzenia drzew i krzewów przy ul. Roty,"children,adults,seniors",0
20,2070,12000,public space,336,Ławki i kosze w ciągu pieszo-rowerowym ul. Płatnerskiej,"children,youth,adults,seniors,people with disabilities",0
21,2104,164250,"culture,public space",331,Mural 3 D na budynku ratusza,"children,youth,adults,seniors,people with disabilities",0
22,1873,121000,"public transit and roads,public space",277,Chodnik przy ul. Republikańskiej od ul. Dziewosłęby do ul. Stanisława Fiszera,None,0
23,881,20200,"education,culture,public space",276,Letnie pokazy laserowe,"children,youth,adults,seniors,people with disabilities",0
24,2092,20000,"education,culture,welfare",266,Rembertowska wyprzedaż garażowa,"children,youth,adults,seniors,people with disabilities",0
25,784,34000,"education,culture",255,Rembertów – przedwojenne ciekawostki,"children,youth,adults,seniors,people with disabilities",0
26,800,116200,public space,243,Budowa ciągu pieszego wzdłuż ul. Grzybowej pomiędzy ulicami Instruktorska-Fizylierów,"children,youth,adults,people with disabilities",0
27,2131,39000,"education,culture",240,"Wielka rembertowska warsztatownia, czyli cykl praktycznych warsztatów dla każdego","children,youth,adults,seniors,people with disabilities",0
28,1499,18000,"culture,welfare,public space",236,Pętla indukcyjna dla osób niedosłyszących,"children,youth,adults,seniors,people with disabilities",0
29,898,37000,"culture,public space",234,Potańcówki wielopokoleniowe,"children,youth,adults,seniors",0
30,905,55000,"education,culture,public space",226,Cykl wydarzeń plenerowych,"children,youth,adults,seniors,people with disabilities",0
31,2149,17000,welfare,221,Międzypokoleniowa przestrzeń rekreacyjna w Ośrodku Pomocy Społecznej Dzielnicy Rembertów m.st. Warszawy,"children,youth,adults,seniors,people with disabilities",0
32,1520,5000,"education,culture,welfare",210,"Mobilizacja seniorów dzielnicy Rembertów do uczestniczenia w przygotowanych przez Miasto, dzielnicę Warszawa Rembertów i Rembertowską Akademię Seniora zajęciach dedykowanych na ich potrzeby","seniors,people with disabilities",1
33,1483,15200,"education,culture",209,Pracownia szycia,"children,youth,adults,seniors,people with disabilities",0
34,2151,5000,"culture,welfare",198,Materiały pomocnicze do zajęć plastycznych dla Rembertowskiej Akademii Seniora.,"children,adults,seniors",0
35,2208,3700,"education,culture",197,"Edukacyjna, wielkoformatowa gra planszowa dla dzieci na temat bezpieczeństwa na drodze","children,youth,adults,seniors",0
36,786,34000,"education,culture",195,Rembertowskie ciekawostki - przewodnik,"children,youth,adults,seniors,people with disabilities",0
37,2183,21000,"education,culture",192,Aktorzy czytają dzieciom bajki w Rembertowie,"children,youth,adults,seniors,people with disabilities",0
38,2190,42000,"education,culture",185,Miłość Ci wszystko wybaczy - cykl koncertów,"children,youth,adults,seniors,people with disabilities",0
39,875,10000,"education,culture",175,Warsztaty kuchni świata,"children,youth,adults,seniors,people with disabilities",0
40,2152,4500,"education,culture,welfare",167,Dofinansowanie pracowni malarskiej Rembertowskiej Akademii Seniora,"children,youth,adults,seniors,people with disabilities",0
41,2142,17000,"education,culture",165,Spotkania i warsztaty z lektorami radiowymi i telewizyjnymi,"children,youth,adults,seniors,people with disabilities",0
42,2075,165000,"culture,public space",157,ławeczka mistrza Paderewskiego,"children,youth,adults,seniors,people with disabilities",0
43,2205,3000,culture,147,Ekologiczne gry i zabawki dla Domu Kultury Rembertów,"children,youth,adults,seniors,people with disabilities",1
44,913,5400,"education,culture",144,Warsztaty bębniarskie dla dzieci,children,0
45,2192,24900,"education,culture",130,Potańcówki na dechach przy muzyce na żywo w Domu Kultury Rembertów,"children,youth,adults,seniors",0
46,2117,26500,"education,culture",130,"Małe i duże kulinarne podróże, czyli spotkania w kuchni z podróżnikami i artystami","children,youth,adults,seniors,people with disabilities",0
47,2121,10000,"culture,welfare",126,Stroje sceniczne dla zespołu scenicznego RASOWIANKI z Rembertowskiej Akademii Seniora,"adults,seniors",0
48,893,45200,"culture,public space",123,Spotkanie z gwiazdą,"children,youth,adults,seniors,people with disabilities",0
49,2102,30000,welfare,123,Rembertowski bal seniora w ramach obchodów warszawskich dni seniora,seniors,0
50,888,20200,"culture,public space",100,Folklor na Wygodzie,"children,youth,adults,seniors,people with disabilities",0
51,328,11000,"education,culture,public space",88,Plenerowa biblioteczka na Wygodzie,"children,youth,adults,seniors",0
52,2211,50000,"education,culture",80,Rembertowska pracownia cyrkowa,"children,youth,adults,seniors,people with disabilities",0
53,2109,25800,"education,culture",58,Rembertowska gra towarzyska,"children,youth,adults,seniors,people with disabilities",0
