0,project_id,cost,category,votes,name,target,selected
1,46,180000,"public space,urban greenery",2524,120 drzew dla Ochoty,"children,youth,adults,people with disabilities",1
2,400,390000,urban greenery,2354,Krzewy i trawy ozdobne dla Ochoty-nowe nasadzenia na terenie całej dzielnicy,"children,youth,adults,seniors,people with disabilities",1
3,565,187140,urban greenery,2311,Zazielenienie niepotrzebnie zabetonowanych powierzchni na ulicach Ochoty,"children,youth,adults,seniors,people with disabilities",1
4,122,70000,"education,environmental protection,public space",1995,"Zazieleniamy ochockie parkany, zwiększamy powierzchnię biologicznie czynną","children,youth,adults,seniors,people with disabilities",1
5,562,8000,environmental protection,1914,Monitorujemy i konserwujemy domki dla jeży,adults,1
6,307,65000,"environmental protection,public space,urban greenery",1819,Wyremontuj kładki widokowe w Parku Szczęśliwickim,"children,youth,adults,seniors",1
7,291,23000,public transit and roads,1684,Bezpieczne przejście dla Pieszych na Włodarzewskiej róg Grójeckiej,"children,youth,adults,seniors,people with disabilities",1
8,1098,170000,culture,1664,Zakup nowych zbiorów do bibliotek ochockich,"children,youth,adults,seniors,people with disabilities",1
9,551,35000,environmental protection,1621,Chronimy ptaki i wiewiórki parków Ochoty-konserwacja skrzynek lęgowych,"youth,adults",1
10,119,480000,"public transit and roads,environmental protection,public space",1542,Zielone zakątki,"children,youth,adults,seniors,people with disabilities",1
11,214,529752,public space,1521,Nowe zabawki w Parku Szczęśliwickim,children,1
12,1786,100000,sport,1339,Siłownie plenerowe łączące pokolenia - dla młodych i starszych (Rakowiec + Szczęśliwice + Stara Ochota + Filtry),"children,youth,adults,seniors,people with disabilities",1
13,212,617200,"public transit and roads,public space",1301,Wygodne dojście do parku - remont chodnika na ul. Szczęśliwickiej,"children,youth,adults",1
14,121,130000,"public transit and roads,public space,urban greenery",1286,Bezpieczne chodniki,"children,youth,adults,seniors,people with disabilities",1
15,550,25000,environmental protection,1264,Zimowe dokarmianie ptactwa w parkach Ochoty,adults,1
16,305,180642,public space,1239,77 dodatkowych koszy na śmieci w Parku Szczęśliwickim,"children,youth,adults,seniors,people with disabilities",0
17,503,398000,"public transit and roads,public space,sport",1238,Remont chodnika na ul. Żwirki i Wigury,"children,youth,adults,seniors,people with disabilities",0
18,270,97400,"public transit and roads,public space",1185,Prosta jazda - bezpieczna jazda: optymalizacja przebiegu DDR w ciągu ulicy Drawskiej przez budowę łącznika rowerowego Bohaterów Września - pętla Szczęśliwice,"children,youth,adults,seniors",0
