0,project_id,cost,category,votes,name,target,selected
16,1561,118000,"environmental protection,public space,urban greenery",2330,Ochrona drzew Saskiej Kępy - kontynuacja,"children,youth,adults,seniors,people with disabilities",1
17,2011,642000,"environmental protection,public space,urban greenery",2313,Skwer rodzinny na Gocławiu,"children,youth,adults,seniors,people with disabilities",1
18,41,15000,environmental protection,2093,Leczenie i sterylizacja wolno żyjących kotów na Pradze Południe,animals,1
19,1816,330000,"public space,sport,urban greenery",2009,Bawmy się dłużej. Doświetlmy place zabaw dla dzieci na Pradze Południe,"children,adults",0
20,2126,24000,"education,environmental protection,public space",1950,Jerzyki nad Jeziorem Kamionkowskim i okolicami,"children,youth,adults,seniors,people with disabilities",1
21,625,27100,"public space,urban greenery",1885,Zielona Grenadierów. Zastępcze nasadzenia drzew,None,1
22,608,200000,public space,1616,Wymiana nawierzchni na placu zabaw w parku nad Balatonem” c.d,children,0
23,1466,6900,environmental protection,1601,Więcej koszy na Saskiej Kępie,"children,youth,adults,seniors,people with disabilities",1
24,1666,160000,"public transit and roads,public space,urban greenery",1583,Oświetlamy Pragę. Budowa latarni w nieoświetlonej części Parku Kamionkowskie Błonia Elekcyjne (wschodnia część Parku Skaryszewskiego).,"children,youth,adults,seniors,people with disabilities",0
25,1838,500000,"public transit and roads,public space",1558,Suchą stopą - likwidacja kałuż na przejściach dla pieszych i przystankach,"adults,seniors,people with disabilities",0
26,603,667000,"education,public transit and roads,culture",1549,"Rewitalizacja placu zabaw , boiska oraz mini skateparku wraz z miasteczkiem ruchu drogowego przy pętli Gocławek","children,youth,adults",0
27,1451,18000,"education,culture,public space",1507,Stoły do gry w szachy w Parku Skaryszewskim,"children,youth,adults,seniors,people with disabilities",1
28,44,345000,"education,public space,sport",1500,Duży plac zabaw dla małych dzieci na Gocławiu,children,0
29,186,358000,"education,culture,public space",1450,"Zakup nowości książkowych i audiobooków dla 25 filii i oddziałów Biblioteki Publicznej im. Z. J. Rumla w Dzielnicy Praga-Południe m. st. Warszawy – „Biblioteka to nie koszt, to inwestycja w pokolenia”","children,youth,adults,seniors,people with disabilities",0
30,1834,88100,education,1437,Uniwersytet dziecięcy na Pradze Południe,"children,adults,people with disabilities",1
31,1303,752000,"public space,sport",1411,Sprzęt do sportów gimnastycznych w OSIR Praga-Południe,"children,youth,adults",0
32,1893,237000,"environmental protection,public space,urban greenery",1388,Zagospodarowanie Parku Jeżogród na Gocławiu,"children,adults,people with disabilities",0
33,47,850000,"environmental protection,public space,urban greenery",1376,Magnoliowy zakątek na Gocławiu,"children,seniors,people with disabilities",0
34,1782,32200,"education,welfare,sport",1340,Samoobrona dla kobiet i warsztaty przeciwdziałania przemocy rówieśniczej dla uczniów,"children,youth,adults",1
35,558,8560,"public transit and roads,environmental protection,public space",1317,Śmieci w śmietniku nie na chodniku,"children,youth,adults,seniors,people with disabilities",1
36,45,84000,"public transit and roads,public space",1263,Latarniowe dekoracje świąteczne na Nowaka Jeziorańskiego,None,0
37,1814,117090,"public transit and roads,public space,urban greenery",1241,Zielona Skaryszewska,"children,adults,seniors",0
38,2099,263000,public transit and roads,1221,Budowa chodnika wraz z oświetleniem od ul. Jana Nowaka Jeziorańskiego 53 do Alei Stanów Zjednoczonych w miejsce aktualnie wydeptanej nieutwardzonej ścieżki gruntowej.,"children,youth,adults,seniors,people with disabilities",0
39,223,28500,"public transit and roads,public space",1194,Usuwanie barier na rowerowym Słonecznym Szlaku. Zniwelowanie wystającej komory telekomunikacyjnej,None,0
40,467,35664,"public transit and roads,public space",1194,"Nowy chodnik- dojście do Trasy Łazienkowskiej ( między ogrodami działkowymi, a blokiem Stanów Zjednoczonych 26)","children,youth,adults,seniors,people with disabilities",0
41,1799,24100,"environmental protection,urban greenery",1130,Makowska w cieniu drzew,"children,youth,adults,seniors",0
42,440,92200,"education,sport,urban greenery",1126,Rower to mój dziecięcy świat! — utworzenie nowoczesnego parkingu rowerowego.,"children,youth,adults",0
43,479,13000,"welfare,sport",1103,Aktywny senior - zajęcia sportowe dla osób starszych,seniors,0
44,584,25500,"education,culture",1030,Podwieczorki Teatralne dla dzieci w Parku Znicza,children,0
45,798,570000,public space,1006,"Plac zabaw Paca, Wiatraczna, Nizinna - modernizacja i rozbudowa",children,0
46,539,10000,"public transit and roads,public space",976,Likwidacja klepiska pod masztem przy Rondzie Wiatraczna,"children,youth,adults,seniors,people with disabilities",0
47,583,25500,"education,culture",960,Podwieczorki teatralne w Parku nad Balatonem,children,0
48,1771,120830,"environmental protection,public space,urban greenery",942,Skwer przy Domu Kultury Prom - kontynuacja projektu,"children,youth,adults,seniors,people with disabilities",0
49,2010,180000,"education,culture,public space",938,Objazdowe kino dzielnicowe,"children,youth,adults,seniors,people with disabilities",0
50,387,100000,"education,culture,public space",931,Nowe technologie w bibliotece,"children,youth,adults,seniors,people with disabilities",0
51,1728,10350,"environmental protection,public space,urban greenery",915,Sprzątamy Pragę Budowa koszy na śmieci w Parku Kamionkowskie Błonia Elekcyjne,"children,youth,adults,seniors,people with disabilities",0
52,1960,86700,"education,public space",909,Historyczna Mapa Dzielnicy - dowiedz się gdzie mieszkasz.,"children,youth,adults,seniors,people with disabilities,families with children",0
53,1693,170000,"public space,sport,urban greenery",856,Przebudowa placu zabaw w parku im. płk. Jana Szypowskiego „Leśnika”,children,0
54,1179,800000,"education,public space,sport",850,Nowoczesne boisko przy SP255 cz.II,"children,youth,adults",0
55,291,520000,"education,public space,sport",843,Wymiana nawierzchni boiska szkolnego do piłki nożnej przy SP 246 ul. Białowieskiej 22,"children,youth,adults,seniors,people with disabilities",0
56,588,25500,"education,culture",840,Podwieczorki teatralne dla dzieci w Parku im. Józefa Polińskiego,"children,youth",0
57,240,99500,sport,818,Skwerek berek - Stół do ping ponga oraz strefa zabaw dla dzieci starszych,"children,youth,adults,seniors",0
58,1090,64000,"education,culture",816,Weekendowe zajęcia dla dzieci i rodzin w PROMie Kultury na Saskiej Kępie,"children,adults",0
59,504,314000,sport,810,"Skwerek przy Majdańskiej. Rozbudowa placu zabaw dla dzieci starszych, kurtyna wodna i zieleń ozdobna","children,youth",0
60,348,360000,"public transit and roads,public space",783,Latarnie przy pawilonach na Bora Komorowskiego,None,0
61,813,323500,"education,public space,sport",782,„Jordanek – gramy w kosza” - boisko wielofunkcyjne,"children,youth,adults,seniors",0
62,2142,115370,urban greenery,748,Rodzinne podwórko -posadzenie roślin,"children,youth,adults,seniors,people with disabilities",0
63,831,43050,"public transit and roads,public space",725,Nowa wiata przystankowa na Gocławiu,None,0
64,1269,600000,"education,sport",725,Modernizacja kompleksu sportowego w SP 72 na Paca,"children,youth,adults",0
65,92,65000,welfare,723,"Klub dla rodzin Zwalcz Nudę, miejsce przyjazne rodzinie na Pradze - Południe","children,youth,adults,seniors,families with children",0
66,2132,11000,"education,culture,environmental protection",720,"Ekologiczna folia do okładania książek dla wypożyczalni nr 24, Grochowska 279","children,youth,adults,seniors",0
67,1266,457233,"education,public space,sport",719,Plac Zabaw przy ul. Witoszyńskiego 1 - uzupełnienie o nowe urządzenia i zmiana nawierzchni,"children,youth",0
68,983,586600,"public transit and roads,environmental protection,public space",716,"Uporządkowanie terenu wokół PKP Stadion - nasadzenia drzew i rekultywacja trawnika, zabezpieczenie chodnika przed nielegalnym parkowaniem oraz budowa chodnika do przystanków autobusowych","youth,adults,seniors",0
69,469,60050,"public transit and roads,public space",685,Bezpieczniej na Afrykańskiej - nowe przejście dla pieszych,"children,youth,adults,seniors,people with disabilities",0
70,697,425050,"public space,urban greenery",674,"Zielone podwórka na Grochowie - ul. Darłowska, ul. Grenadierów, ul. Białowieska","children,youth,adults,seniors",0
71,702,405000,"environmental protection,public space,urban greenery",674,Skwerek przy Majdańskiej- budowa automatycznej toalety miejskiej,"children,youth,adults,seniors,people with disabilities",0
72,40,56200,"public space,sport",659,Stół do gry w piłkarzyki oraz nowa nawierzchnia przy siłowni plenerowej na Gocławiu,None,0
73,1018,1180181,"education,culture,public space",658,Boisko przy Szkole Podstawowej Boremlowska,"children,youth,people with disabilities",0
74,1617,115000,sport,633,Siłownia z elementami street workout dla szkół i mieszkańców,"children,youth,adults,seniors",0
75,359,120292,"public transit and roads,public space,urban greenery",631,Przebudowa chodnika - ul.Przeworska,"children,youth,adults,seniors,people with disabilities",0
76,660,16200,"public space,urban greenery",631,Tulipany i szafirki na rogu Saskiej i Zwycięzców,None,0
77,137,50000,"public space,urban greenery",623,Ogród przy Garibaldiego - zagospodarowanie terenu zielonego,"children,adults,seniors",0
78,88,980000,"education,public space,sport",605,"Rewitalizacja terenu boiska do piłki nożnej, dwóch boisk do gry w dwa ognie oraz bieżni okólnej w SP143","children,youth,adults,seniors,people with disabilities",0
79,1801,292840,"public transit and roads,public space",593,Chodniki zamiast błota - poprawa dojścia do metra i przystanku kolejowego przy Stadionie Narodowym,"adults,seniors,people with disabilities",0
80,1554,63500,"public space,urban greenery",590,Ukwiecone rabaty przy Grenadierów,"children,youth,adults,seniors,people with disabilities",0
81,442,8000,"education,culture",583,Południowo-praska wymiana książek,"children,youth,adults,seniors,people with disabilities",0
82,301,17222,"education,culture",575,Gocławskie spotkania,"children,youth,adults,seniors,people with disabilities",0
83,46,884000,"education,culture,welfare",570,Dom Sąsiedzki na Gocławiu,None,0
84,89,880000,"public transit and roads,public space",557,Wymiana latarni przy ul. Walecznych,"children,youth,adults,seniors,people with disabilities",0
85,1206,107400,"public transit and roads,public space",547,"Poprawa infrastruktury u zbiegu ulic Londyńskiej, Zwycięzców i Niekłańskiej","children,youth,adults,seniors,people with disabilities",0
86,374,65000,"education,public space,sport",532,Rewitalizacja placu zabaw kl IV- VIII w SP143,"children,youth,adults,seniors",0
87,1929,6300,education,532,"Warsztaty z robotyki dla dzieci, z wykorzystaniem klocków lego i urządzeń mobilnych w Szkole Podstawowej nr 373",children,0
88,701,405800,"public space,urban greenery",530,Rewitalizacja pasa zieleni pomiędzy topolami na ul. Grenadierów od ul. Białowieskiej do Al. St. Zjednoczonych,"children,youth,adults,seniors,people with disabilities",0
89,2121,728100,"education,public space,sport",518,"Modernizacja Podwórka przy ul. Chrzanowskiego 13, 15, Kickiego 26, 26b, 26c, Mycielskiego21b, 23.","children,youth,adults,seniors",0
90,546,500000,"education,public space,sport",518,",,Moje boisko Wymiana nawierzchni boiska do piłki nożnej przy Szkole Podstawowej Nr 60 w Warszawie","children,youth,adults,seniors,people with disabilities",0
91,358,12000,culture,513,Teatr dla każdego,"adults,seniors",0
92,2111,487594,public transit and roads,512,Remont nawierzchni od ulicy Biskupiej do ulicy Cukrowniczej,"adults,people with disabilities",0
93,841,180000,"education,culture,environmental protection",500,"Więc chodź, pomaluj nasz świat mural na ogrodzeniu Szkoły Podstawowej nr 374","children,youth,adults,seniors,people with disabilities",0
94,378,5000,"education,culture,public space",499,Czytamy codziennie - zakup prenumeraty prasy dla Klubu Kultury Seniora,"adults,seniors",1
95,1833,82500,public transit and roads,496,Bezpieczna Makowska,"children,youth,adults,seniors",0
96,693,658770,"public transit and roads,public space,urban greenery",488,"Bezpieczne podwórko dla wszystkich - rewitalizacja trzech podwórek przy ul. Darłowskiej, ul. Grenadierów i ul. Białowieskiej","children,youth,adults,seniors",0
97,500,50000,"education,culture",484,Wielokulturowo i wielojęzycznie w bibliotece,"children,youth,adults",0
98,587,25500,"education,culture",458,Podwieczorki teatralne dla dzieci w Parku im. płk. Jana Szypowskiego „Leśnika”,"children,youth",0
99,256,110000,"public transit and roads,public space",457,"Oświetlenie ulicy Brygady Pościgowej (odcinek wzdłuż ul. Jugosłowiańskiej, na przeciw bloku Kwiatkowskiego 2)","children,youth,adults,seniors,people with disabilities",0
100,542,60000,"public transit and roads,environmental protection,public space",450,Remont chodnika przy Grochowskiej 234/240,"youth,adults,seniors",0
101,1291,63550,"education,culture,welfare",445,Praski Klub Małego Pisarza - całoroczny cykl warsztatów pisarskich dla dzieci,"children,families with children",0
102,1705,287554,"public transit and roads,public space",444,Łukowska 31 koniec z błotem na parkingu - Utwardzenie parkingu i wykonanie chodnika wraz z oświetleniem,"children,youth,adults,seniors,people with disabilities",0
103,376,300000,"public space,urban greenery",437,"Podwórkowe ogrody przygód. 2 lokalizacje: Londyńska, Międzynarodowa","children,youth,adults,seniors,people with disabilities",0
104,2105,200000,"education,culture,public space",425,"Działalność edukacyjno-kulturalna dla dzieci, młodzieży i dorosłych","children,youth,adults,seniors",0
105,1452,249561,"education,culture,public space",407,Ławki patronów ulic z multimedialną prezentacją sylwetki Patrona ( na tabliczce z kodem QR ),"youth,adults",0
106,1687,1030000,"education,public transit and roads,public space",407,Modernizacja Ciągu Pieszo - Jezdnego przylegającego do ul. Rogalskiego na Osiedlu Gocław - Orlik,"children,youth,adults,seniors,people with disabilities",0
107,920,75000,"education,sport",404,Street workout w Mickiewiczu,"children,youth,adults,seniors",0
108,1097,65000,"environmental protection,public space,urban greenery",396,Ładniejsza zieleń wzdłuż ulicy Lotaryńskiej,"children,youth,adults,seniors,animals",0
109,1480,9600,"education,culture,sport",393,Zajęcia na siłowni plenerowej w parku Znicza,"youth,adults,seniors",0
110,695,1008500,"public transit and roads,environmental protection,welfare",388,"Szanuj zieleń! - nie parkuj na trawniku - ul. Darłowska, ul. Grenadierów, ul. Białowieska","children,youth,adults,seniors,people with disabilities",0
111,1605,56910,"education,culture,environmental protection",373,Mini Puszcza Białowieska - uporządkowanie terenu zielonego wokół budynku Wspólnoty Mieszkaniowej ul. Białowieska 14 oraz stworzenie przyjaznego miejsca dla ptaków,"children,youth,adults,seniors,people with disabilities,youth",0
112,1276,195000,"environmental protection,public space,sport",367,Rewitalizacja parku OPAK - boisko,"children,youth,adults,seniors,people with disabilities",0
113,1581,39000,"education,culture,sport",353,Piknik Dzień Sąsiada,"children,youth,adults,seniors,people with disabilities",0
114,926,248400,"environmental protection,public space,urban greenery",344,Zielony skwer Nadwiślańska jabłoń przy ul. Granadierów 40,"children,youth,adults,seniors,people with disabilities",0
115,2015,800,"education,culture",344,Everybody ukulele - warsztaty gry na ukulele Ortega,"children,youth,adults,seniors",0
116,50,172000,"public space,sport",332,"Rewitalizacja podwórka pomiędzy budynkami Wiatraczna 3/5/7, a Grochowską 230a","children,youth,adults,seniors,people with disabilities",0
117,241,40500,"public space,sport",317,Skwerek Berek - Siłownia plenerowa,"children,youth,adults,seniors",0
118,268,85000,"education,sport",310,Mini boisko,children,0
119,1796,244750,"public space,urban greenery",306,Podskarbińska 8 i 8b - Ratujemy nasze podwórko - Rewitalizacja zdewastowanego betonowego podwórka,"children,youth,adults,seniors,people with disabilities",0
120,1190,26000,public space,304,Iluminacja Słupa żelaznego przy ul. Grochowskiej,"children,youth,adults,seniors,people with disabilities",0
121,585,25500,"education,culture",288,Podwieczorki teatralne dla dzieci na Komionkowskich Błoniach Elekcyjnych,children,0
122,502,5000,"education,culture,public space",280,"Zakup rozdzielaczy i podpórek dla wypożyczalni nr 100, ul. Zwycięzców 46","youth,adults,seniors",0
123,1847,97000,"welfare,public space,urban greenery",246,Remont Podwórka przy Pl. Przymierza 8 oraz ul. Meksykańskiej 3,"children,adults,seniors",0
124,257,35000,"education,culture",246,XI plenerowy Festiwal Czytelniczy Pragnienie czytania,"children,youth,adults,seniors,people with disabilities",0
125,2012,419006,"education,public space,sport",242,Nowy plac zabaw w Kolorowej krainie,children,0
126,1980,88280,"education,culture",232,"Kim jesteśmy, dokąd zmierzamy? Interaktywny portal kulturalno-edukacyjny (studio nagrań, webinary, warsztaty tematyczne itp.)","youth,adults,people with disabilities",0
127,375,10800,culture,212,Podwieczorki operetkowe,"adults,seniors",0
128,1681,500000,"education,public space,sport",205,Remont łazienek w budynku hali sportowej Saska,"children,youth,adults,seniors,people with disabilities",0
129,436,9800,"education,culture,public space",184,Rodzinne warsztaty malarskie,"children,youth,adults,seniors,people with disabilities",0
130,1471,6500,"education,culture",164,Beatbox czyli gimnastyka buzi i języka,"children,youth,people with disabilities",0
131,2144,6200,"education,culture,public space",163,Tablety w MAL-u na Egipskiej 7,"children,youth,adults,seniors",0
132,1904,16500,"education,culture",130,Selfie z klasą dla dużych i małych - warsztaty fotografii mobilnej dla dorosłych i dzieci,"children,youth,adults,seniors,people with disabilities",0
133,1029,10000,"education,culture,public space",125,Zbiory książkowe Varsaviana i Judaika - Spotkania tematyczne do Strategii Rozwoju m.st. Wawy do r. 2030,"children,youth,adults,seniors,people with disabilities",0
134,586,25500,"education,culture",91,Podwieczorki teatralne dla dzieci. Plac zabaw przy Placu 1831 roku przy ul. Józefa Zaliwskiego,"children,youth",0
