0,project_id,cost,category,votes,name,target,selected
29,1790,50900,"public transit and roads,public space",391,Bezpieczny Kosmos - monitoring w parku Ogrody Kosmosu,"children,youth,adults,seniors",0
30,1024,10000,"public transit and roads,public space",386,Bariera ochronna przy wyjściu z tunelu na ul. Sympatycznej,"children,youth,adults",0
31,1676,86600,"education,culture,urban greenery",377,"Letnie teatrzyki dla najmłodszych w Parku Kotańskiego, w Parku Kombatantów, nad Stawami Cietrzewia, na boisku szkoły podstawowej nr 227 przy Astronautów","children,adults,people with disabilities",0
32,1830,200000,"environmental protection,public space,urban greenery",372,Nowa zieleń na Naukowej. Zagospodarowanie zielenią skweru na Starych Włochach,"children,youth,adults,seniors",0
33,770,40000,"culture,public space",365,Neonowy napis promujący dzielnicę Włochy,"children,youth,adults,seniors,people with disabilities",0
34,421,12800,"education,culture",364,Włochowski Uniwersytet Dziecięcy: bezpłatne twórcze zajęcia dla dzieci,"children,youth",0
35,256,83200,"education,culture,public space",344,Edukacja młodzieży mural - Historia Polskiego Lotnictwa,"children,youth,adults,seniors,people with disabilities",0
36,1653,60000,"education,public transit and roads,public space",320,Poszerzenie chodnika oraz ustawienie barierek przy przejściu dla pieszych na ul. Krańcowej przy wejściu do Parku Stawy Cietrzewia (przy przejściu na ul. Czereśniową),"children,youth,adults,seniors,people with disabilities",0
37,429,20100,culture,316,Zakup gier planszowych i/lub puzzli dla bibliotek,"children,youth,adults,seniors",0
38,1811,300000,"environmental protection,public space,urban greenery",302,Park kieszonkowy przy ul. Emaliowej. Zazieleńmy Niskie Okęcie!,"children,youth,adults,seniors",0
39,1914,110029,education,297,Dwujęzyczny Przedszkolak w dzielnicy Włochy,children,0
40,1826,255000,"education,environmental protection,public space",254,Koniec z potworkiem nad stawem Cietrzewia czyli poprawa estetyki budynku SP nr 94,"children,youth,adults",0
41,2133,58000,sport,246,Piłkochwyt do boiska wielofunkcyjnego,"children,youth,adults,seniors,people with disabilities",0
42,1705,18000,"education,environmental protection,urban greenery",243,Edukacja proekologiczna w społecznej pasiece edukacyjnej Dzielnicy Włochy- lekcje przyrody i festiwal miodobrania.,"children,youth,adults,seniors,people with disabilities",0
43,707,105000,"environmental protection,public space,urban greenery",237,Uporządkowanie pasa zieleni przy ulicy Pola Karolińskie,"children,youth,adults,seniors,people with disabilities",0
44,1781,25000,"education,culture,public space",237,Uliczna biblioteka - bookcrossing Włochy i Okęcie,"children,youth,adults,seniors,people with disabilities",0
45,1233,16000,"education,culture",226,Teatrzyki w bibliotece,children,0
46,321,48000,"public transit and roads,public space,sport",184,Wiata rowerowa przy zajezdni Kleszczowa,"children,youth,adults,seniors",0
47,2121,56000,"education,sport",182,Sobotnie spotkania nad stawem,"children,youth,adults,seniors,people with disabilities",0
48,501,82300,"education,public space,sport",159,Przez zabawę do zdrowia na Malowniczej,"children,youth,people with disabilities",0
49,499,70000,"culture,public space,sport",154,Dosięgamy chmur na Malowniczej,"children,youth,adults,people with disabilities",0
50,1677,33333,"education,public transit and roads,public space",153,Zatrudnienie Pani / Pana „Stopka” na przejściu dla pieszych na ul. Chrościckiego w pobliżu szkoły i kościoła,"children,youth,adults,seniors,people with disabilities",0
51,1164,5000,"education,culture,environmental protection",144,Bawmy się ekologicznie – zakup zabawek przyjaznych środowisku,"children,people with disabilities",1
52,1309,10000,"education,sport",124,Pies z dobrymi manierami - mini piknik integracyjny,"children,youth,adults,seniors",0
53,1490,59000,"education,culture",95,Akademia dobrych manier dla dzieci spotkania - warsztaty,children,0
54,1819,9000,"culture,public space",86,Tablica upamiętniająca Marka Nowakowskiego na ścianie budynku Szkoły Podstawowej nr 94,"children,youth,adults,seniors,people with disabilities",0
