0,project_id,cost,category,votes,name,target,selected
15,305,153000,"public transit and roads,environmental protection,public space",727,„Przyjazny zakątek” - rewitalizacja skweru u zbiegu ul. Hynka i al. Krakowskiej,"children,youth,adults,seniors,people with disabilities",0
16,1014,48690,"environmental protection,public space,urban greenery",675,Zielony renesans - ochrona i rewitalizacja zniszczonych terenów zieleni przy skrzyżowaniu ulicy Nike i Globusowej,"children,youth,adults,seniors",1
17,2097,75000,"education,culture,public space",671,Odlotowy mural - Warszawa Włochy. Osiągnięcia Polskiego Lotnictwa,"children,youth,adults,seniors,people with disabilities",0
18,960,41000,"education,environmental protection,public space",640,Doświetlenie placu zabaw w parku ze Stawami Cietrzewia,"children,youth,adults",0
19,1725,150000,"public transit and roads,public space",635,Aktywne przejście na ul. Chrościckiego,"children,youth,adults,seniors,people with disabilities",0
20,1233,264000,public transit and roads,581,Bezpieczny chodnik- Poprawa bezpieczeństwa dla pieszych-budowa chodnika ul.Świerszcza,"children,youth,adults,seniors,people with disabilities",0
21,1975,72000,education,563,Integracja sensoryczna dla dzieci w Dzielnicy Włochy,"children,people with disabilities",0
22,1689,31100,"education,public space",521,Uczymy i umiemy ratować,"children,youth,adults,seniors,people with disabilities",0
23,1331,40000,"public transit and roads,environmental protection,urban greenery",516,Ekrany drogowe na skrzyżowaniu Łopuszańskiej i Al. Jerozolimskich bezpieczne dla ptaków,"children,youth,adults,seniors,people with disabilities",0
24,1763,31100,"education,culture",488,Wrzutomat we włochowskiej bibliotece,"children,youth,adults,seniors,people with disabilities",0
25,920,44000,"education,culture,public space",486,Kawiarenka jazzowa w Adzie,"children,youth,adults,seniors,people with disabilities",0
26,1187,20000,culture,484,Zakup gier planszowych dla bibliotek,"children,youth,adults",0
27,1952,25000,"environmental protection,public space,urban greenery",473,"Psie pisuary - Stawy Cietrzewia, Park Kombatantów.","children,youth,adults,seniors",0
28,952,46000,"culture,public space",464,Muzyka nad Stawami Cietrzewia,"children,youth,adults,seniors,people with disabilities",0
29,1980,45000,"education,culture,public space",463,Festiwal Koziorożca - teatry uliczne,"children,youth,adults,seniors,people with disabilities",0
30,1981,36900,"education,sport,health",429,Basen dla seniorów - bezpłatne zajęcia,seniors,0
31,2138,79000,"public space,sport",394,Siłownia plenerowa przy Cegielnianej,"children,youth,seniors,people with disabilities",0
32,829,257000,"public transit and roads,environmental protection,public space",390,Podwórko przyjazne mieszkańcom - rewitalizacja placu między budynkami 1 Sierpnia 26 i 28,"children,youth,adults,seniors,people with disabilities",0
33,1762,265000,"education,sport",379,Boisko piłkarskie przy Szkole Podstawowej nr 227,"children,youth,adults,seniors,people with disabilities",0
34,1169,40000,"environmental protection,public space,urban greenery",374,"Zieleń w budynku wielofunkcyjnym, to przyjazne środowisko, zdrowe i czyste powietrze - to priorytet dla klimatu.","children,youth,adults,seniors,people with disabilities",0
35,841,269000,"environmental protection,public space,sport",352,Podwórko przyjazne mieszkańcom - rewitalizacja placu między budynkami 1 Sierpnia 28 i 30,"children,youth,adults,seniors,people with disabilities",0
36,1298,261500,"education,culture,public space",348,Skatepark na Malowniczej 31,"children,youth,adults",0
37,1132,55000,"education,culture,public space",312,Siłownia plenerowa przy Szkole Podstawowej nr 227 w Warszawie,"children,youth,adults,seniors,people with disabilities",0
38,191,15500,"education,public transit and roads,culture",306,Oświetlenie miejsca pamięci narodowej upamiętniającego egzekucję żołnierzy 7 pp Armii Krajowej „Garłuch”,"children,youth,adults,seniors,people with disabilities",0
39,1398,16000,"education,culture",299,Teatrzyki w bibliotece,"children,families with children",0
40,1143,12450,"education,culture,sport",290,Piknik rodzinny Powitanie lata,"children,youth,adults,seniors,people with disabilities",1
41,1448,4500,"education,culture,public space",277,Domowe kino w bibliotece na kocu i przy popcornie – edycja 2021,"children,adults",0
42,1111,35700,"education,sport",255,Szkolne podwórko dla uczniaka,children,0
43,1225,280000,public space,248,Baw się z nami na Lechickiej,children,0
44,1566,96000,culture,232,Dni Okęcia - duża impreza plenerowa!,"children,youth,adults,seniors,people with disabilities",0
45,1344,20000,"education,culture,public space",223,Wakacyjne czytanie dla najmłodszych,"children,adults,seniors,people with disabilities",0
46,2000,24000,"public space,sport,urban greenery",210,Zorientowane Włochy - punkty kontrolne do biegów na orientację,"children,youth",0
47,1453,4000,"education,culture,public space",173,Plac zabaw w wypożyczalni nr 17 – zakup ekologicznych zabawek,children,0
48,687,35000,"education,culture,welfare",145,Klub Małego Pisarza – całoroczny cykl warsztatów pisarskich dla dzieci,"children,families with children",0
49,1622,30000,public transit and roads,95,Progi zwalniające na ulicy Zagadki,"children,youth,adults,seniors,people with disabilities",0
